,open,high,low,close,volume,value
2024-03-10 22:55:00,990.5,992.0,986.8,986.8,172377.96427911,170564393.36116922
2024-03-10 22:56:00,986.8,987.0,982.2,982.3,106142.33089274,104540296.0194165
2024-03-10 22:57:00,982.4,984.4,981.3,981.5,165368.80632728,162467456.35407767
2024-03-10 22:58:00,981.5,981.5,976.0,977.0,332079.21490576,324809246.44853806
2024-03-10 22:59:00,978.0,979.4,977.0,978.1,133470.40128566,130488496.02440204
2024-03-10 23:00:00,978.1,983.4,977.0,978.0,202583.41801722,198217598.13497052
2024-03-10 23:01:00,978.0,982.9,977.1,982.1,104413.27175058,102285112.97721618
2024-03-10 23:02:00,982.0,983.7,982.0,983.7,97771.383738,96099449.3108374
2024-03-10 23:03:00,984.4,986.0,980.6,982.1,134054.13837944,131891642.53973953
2024-03-10 23:04:00,982.1,982.9,982.1,982.2,32377.08993806,31799430.77972836
2024-03-10 23:05:00,982.2,982.9,982.2,982.3,17599.47891585,17287712.14386237
2024-03-10 23:06:00,982.4,983.5,982.3,982.3,49922.24323993,49047037.84431474
2024-03-10 23:07:00,982.4,983.7,982.3,983.7,46109.732787,45298422.30383987
2024-03-10 23:08:00,983.6,983.6,982.2,982.2,8902.17980769,8746596.79369613
2024-03-10 23:09:00,982.2,983.0,981.8,983.0,39504.82786477,38808714.08006903
2024-03-10 23:10:00,983.0,983.7,982.0,982.1,16348.49547365,16073623.3505625
2024-03-10 23:11:00,983.6,984.9,982.0,984.9,11108.39079195,10918579.53035749
2024-03-10 23:12:00,983.6,983.6,982.2,982.3,10928.27074373,10735126.6479545
2024-03-10 23:13:00,982.4,984.9,980.0,980.0,61450.99992471,60315938.42582236
2024-03-10 23:14:00,980.4,980.4,977.0,977.6,61888.40659062,60560403.47673867
2024-03-10 23:15:00,977.6,980.8,977.0,979.2,75194.14086334,73557673.35757437
2024-03-10 23:16:00,980.8,984.8,980.0,984.6,9617.75452161,9445713.00190205
2024-03-10 23:17:00,984.6,984.6,982.0,982.0,10312.82612039,10135996.63409797
2024-03-10 23:18:00,982.1,982.2,982.1,982.1,14348.01195847,14091214.92931223
2024-03-10 23:19:00,982.1,982.2,982.0,982.0,30810.5820059,30257164.89672887
2024-03-10 23:20:00,982.0,982.0,981.0,981.0,18099.61251692,17757476.95240365
2024-03-10 23:21:00,981.0,981.0,980.8,981.0,14291.35631428,14019359.36821696
2024-03-10 23:22:00,981.0,982.2,981.0,982.2,23781.0509739,23336392.72222387
2024-03-10 23:23:00,982.3,983.0,982.3,983.0,2314.80427893,2275341.74925598
2024-03-10 23:24:00,983.0,983.7,983.0,983.0,7903.03117042,7772716.7999719
2024-03-10 23:25:00,982.6,983.9,982.4,983.6,7066.71382544,6949099.12294177
2024-03-10 23:26:00,983.9,984.6,981.4,984.5,28227.07316057,27753006.90273633
